name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Other Sales
Mafia III,2016-10-06,3,3,1319,62,2024-07-23 18:42:25,1330,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,macOS,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,GOG,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,Third Person,FPS,Gore,Classic,Sandbox,Violent,Stealth,Third-Person Shooter,Nudity,Mature,Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,652067,192749,2K Games,Hangar 13,40000
Resident Evil 6,2012-10-02,3,4,1214,67,2024-07-15 15:11:46,1227,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,Web,Nintendo Switch,PC,Xbox One,PlayStation 4,Xbox 360,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox 360 Store,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Co-op,cooperative,Third Person,Partial Controller Support,Horror,Online Co-Op,Steam Leaderboards,Female Protagonist,Survival,Split Screen,Local Co-Op,Third-Person Shooter,Zombies,Survival Horror,Valve Anti-Cheat enabled,Quick-Time Events,Co-op Campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,819047,121870,Capcom,Capcom,50000
The Sims 4,2014-09-02,3,4,1083,67,2024-08-24 20:00:49,1093,Teen,'Strategy',Simulation,Casual,0,0,0,0,0,0,0,0,3,PlayStation 4,macOS,PC,Xbox One,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Fantasy,Funny,Character Customization,Family Friendly,Cute,Realistic,3D,Building,Sexual Content,Steam Trading Cards,Relaxing,Cartoony,Romance,Beautiful,Immersive Sim,LGBTQ+,Remote Play on Tablet,build,reality-based,Life Sim,family-simulator,life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,653039,110908,Electronic Arts,Maxis,10000
Forza Horizon 4,2018-10-02,4,5,1583,90,2024-08-16 14:52:00,1598,Everyone,'Racing',Arcade,0,0,0,0,0,0,0,0,0,2,PC,Xbox One,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Co-op,Open World,First-Person,Online Co-Op,Exploration,Sandbox,PvP,Cross-Platform Multiplayer,exclusive,Family Friendly,Realistic,Cinematic,VR,Online PvP,Steam Trading Cards,3rd-Person Perspective,Driving,explore,Offroad,street racing,w10 exclusive,winter,autumn,extreme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,541633,102947,Microsoft Studios,Playground Games,10000
Assassin's Creed Syndicate,2015-10-23,3,4,1450,74,2024-08-26 15:04:44,1467,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Great Soundtrack,Co-op,Story Rich,Open World,cooperative,Third Person,Partial Controller Support,Funny,Gore,Female Protagonist,Stealth,Historical,Parkour,Steampunk,Assassin,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,112253,Ubisoft,Ubisoft Quebec,80000
Dead by Daylight,2016-06-14,3,4,941,72,2024-08-20 10:49:47,952,Mature,'Action',0,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,PC,PlayStation 4,Xbox One,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Google Play,App Store,Steam,Xbox Store,PlayStation Store,Nintendo Store,0,0,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Co-op,First-Person,Third Person,Partial Controller Support,Horror,Online Co-Op,Gore,Difficult,Survival,Comedy,Violent,Stealth,Survival Horror,Mature,Team-Based,online,Blood,character,console,offline,work,death,escape,sacrifice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,554096,213955,505 Games,Behaviour Interactive Inc.,20000
Sonic Mania,2017-08-15,3,4,848,85,2024-08-02 19:58:00,861,Everyone,'Action',Adventure,Casual,Platformer,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,2D,Partial Controller Support,Steam Leaderboards,Classic,Split Screen,Local Co-Op,Pixel Graphics,Action-Adventure,Local Multiplayer,Retro,Family Friendly,Colorful,Side Scroller,Fast-Paced,Remake,Cartoony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,552989,121299,Sega,PagodaWest Games,10000
Dragon's Dogma: Dark Arisen,2013-04-23,3,4,650,81,2024-08-26 15:32:12,657,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,5,Xbox One,PC,Nintendo Switch,Xbox 360,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Difficult,Steam Leaderboards,Exploration,Action RPG,role-playing,Hack and Slash,Character Customization,controller support,Dark Fantasy,Walking Simulator,Magic,overlay,JRPG,achievements,Dragons,cloud saves,leaderboards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,558961,126236,Capcom,Capcom,30000
Dying Light,2015-01-27,4,4,1322,74,2024-07-30 16:41:38,1341,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Horror,Survival,Zombies,Parkour,city,skill,night,environment,fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,552989,119954,Warner Bros. Interactive Entertainment,Techland,10000
Persona 5,2016-09-15,4,5,1392,93,2024-08-28 20:26:14,1416,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,1,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Singleplayer,Atmospheric,RPG,Exploration,Action-Adventure,Anime,JRPG,3rd-Person Perspective,Drama,lifestyle,japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9991,7961,Atlus,Atlus,480000
Persona 5,2016-09-15,4,5,1392,93,2024-08-28 20:26:14,1416,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,1,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Singleplayer,Atmospheric,RPG,Exploration,Action-Adventure,Anime,JRPG,3rd-Person Perspective,Drama,lifestyle,japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9991,7961,Atlus,Atlus,140000
Crash Bandicoot N. Sane Trilogy,2017-06-30,4,4,610,81,2024-07-08 15:41:40,626,Everyone 10+,'Action',Platformer,0,0,0,0,0,0,0,0,0,4,PC,Nintendo Switch,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Horror,Funny,Difficult,Classic,Female Protagonist,Comedy,Controller,Retro,Family Friendly,Colorful,Remake,1990's,3D Platformer,Cartoony,Souls-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,119954,Activision,Vicarious Visions,70000
Crash Bandicoot N. Sane Trilogy,2017-06-30,4,4,610,81,2024-07-08 15:41:40,626,Everyone 10+,'Action',Platformer,0,0,0,0,0,0,0,0,0,4,PC,Nintendo Switch,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Horror,Funny,Difficult,Classic,Female Protagonist,Comedy,Controller,Retro,Family Friendly,Colorful,Remake,1990's,3D Platformer,Cartoony,Souls-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,119954,Activision,Toys for Bob,20000
Call of Duty: Modern Warfare Remastered,2016-10-05,3,4,1096,86,2024-08-09 12:46:12,1102,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,First-Person,FPS,Online Co-Op,Violent,Online multiplayer,War,Remake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,547486,110908,Activision,Infinity Ward,30000
Yakuza Kiwami,2016-01-21,4,4,743,83,2024-08-21 07:18:57,756,Mature,'Action',Adventure,RPG,Fighting,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,RPG,Story Rich,Open World,Beat 'em up,Crime,Steam Trading Cards,Minigames,Single player only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,550652,117190,Sega,Sega,210000
Yakuza Kiwami,2016-01-21,4,4,743,83,2024-08-21 07:18:57,756,Mature,'Action',Adventure,RPG,Fighting,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,RPG,Story Rich,Open World,Beat 'em up,Crime,Steam Trading Cards,Minigames,Single player only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,550652,117190,Sega,Sega,130000
The Evil Within 2,2017-10-11,4,4,788,82,2024-08-24 20:53:28,796,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Atmospheric,Story Rich,Horror,FPS,Gore,Violent,Third-Person Shooter,Survival Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,547486,117190,Bethesda Softworks,Tango Gameworks,90000
Mirror's Edge Catalyst,2016-06-07,3,4,825,72,2024-07-07 13:38:19,840,Teen,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Open World,First-Person,Sci-fi,Female Protagonist,Action-Adventure,combat,Parkour,Cyberpunk,Dystopian,Story,Steam Trading Cards,Stylized,puzzles,3D Platformer,city,Soundtrack,Puzzle Platformer,Martial Arts,future,Runner,guns,avoid,colors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,EA DICE,30000
Tropico 5,2014-05-22,3,4,528,75,2024-08-22 17:28:29,528,Teen,'RPG',Strategy,Simulation,0,0,0,0,0,0,0,0,6,PlayStation 4,PC,macOS,Linux,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Steam,GOG,Xbox 360 Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,cooperative,Funny,Sandbox,Comedy,Steam Workshop,Cross-Platform Multiplayer,Includes level editor,Historical,RTS,Management,achievements,Economy,Resource Management,City Builder,Politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,726704,191145,Kalypso Media,Haemimont Games,80000
The Surge,2017-05-15,3,3,584,72,2024-08-20 09:10:22,589,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,RPG,Open World,Third Person,Sci-fi,Horror,Gore,Difficult,Exploration,Violent,Hack and Slash,Cyberpunk,Robots,Souls-like,Mechs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,547486,117190,Focus Home Interactive,DECK13 Interactive,10000
Tom Clancy's Ghost Recon Wildlands,2017-03-06,3,4,680,72,2024-08-26 15:07:14,690,Mature,'Action',Shooter,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Open World,cooperative,First-Person,Third Person,Partial Controller Support,FPS,Online Co-Op,Sandbox,Survival,Stealth,Tactical,Third-Person Shooter,PvP,Military,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,112253,Ubisoft,Ubisoft Paris,220000
Just Cause 4,2018-12-04,3,3,499,68,2024-08-27 22:17:33,504,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,steam-trading-cards,Story Rich,Open World,cooperative,Gore,Sandbox,Violent,Action-Adventure,Third-Person Shooter,Physics,3rd-Person Perspective,Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,547486,112253,Square Enix,Avalanche Studios,30000
Overwatch,2016-05-24,4,4,1100,91,2024-08-28 20:59:58,1122,Teen,'Action',Shooter,Casual,Massively Multiplayer,0,0,0,0,0,0,0,3,Nintendo Switch,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,0,0,Multiplayer,First-Person,Sci-fi,FPS,Funny,PvP,Team-Based,3D,online,hero,Hero Shooter,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,552989,21872,Blizzard Entertainment,Blizzard Entertainment,170000
Call of Duty: Infinite Warfare,2016-11-04,3,4,596,73,2024-08-22 20:47:42,601,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,Co-op,Story Rich,Open World,cooperative,First-Person,Sci-fi,FPS,Online Co-Op,Online multiplayer,Space,Zombies,War,Post-apocalyptic,Futuristic,Valve Anti-Cheat enabled,Robots,Quick-Time Events,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Activision,Infinity Ward,190000
The Last Guardian,2016-10-25,4,5,730,82,2024-08-28 13:53:30,735,Teen,'Action',Puzzle,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Atmospheric,Action-Adventure,exclusive,Cute,true exclusive,3rd-Person Perspective,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6825,7961,Sony Interactive Entertainment,SIE Japan Studio,130000
Conan Exiles,2017-01-30,2,3,448,67,2024-08-20 03:03:48,452,Adults Only,'Action',Adventure,Massively Multiplayer,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,RPG,Co-op,Open World,cooperative,Online Co-Op,Fantasy,Gore,Exploration,Sandbox,Survival,Violent,Online multiplayer,Early Access,PvP,Nudity,Crafting,Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,110908,Maximum Games,Funcom Oslo A/S,90000
FIFA 18,2017-09-26,3,4,694,79,2024-07-02 02:10:00,699,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox 360,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,Multiplayer,3D,Soccer,reality-based,hot-seat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,555795,23788,EA Sports,EA Vancouver,150000
FIFA 18,2017-09-26,3,4,694,79,2024-07-02 02:10:00,699,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox 360,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,Multiplayer,3D,Soccer,reality-based,hot-seat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,555795,23788,EA Sports,EA Vancouver,130000
FIFA 18,2017-09-26,3,4,694,79,2024-07-02 02:10:00,699,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox 360,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,Multiplayer,3D,Soccer,reality-based,hot-seat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,555795,23788,EA Sports,EA Vancouver,10000
Dark Souls II,2014-03-11,4,4,718,91,2024-07-14 13:42:11,722,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,Xbox 360,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,RPG,Co-op,Open World,cooperative,Third Person,Horror,Online Co-Op,Fantasy,Difficult,Exploration,Action RPG,Dark,PvP,Replay Value,Dark Fantasy,Medieval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,553458,107959,Namco Bandai Games,From Software,10000
FIFA 17,2016-09-27,3,4,580,85,2024-06-21 03:51:46,582,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox 360,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Multiplayer,e-sports,Football,Soccer,reality-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,553458,14742,Electronic Arts,EA Canada,120000
FIFA 17,2016-09-27,3,4,580,85,2024-06-21 03:51:46,582,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox 360,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Multiplayer,e-sports,Football,Soccer,reality-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,553458,14742,Electronic Arts,EA Canada,40000
Portal Knights,2016-02-25,2,3,349,72,2024-01-11 00:44:04,352,Everyone 10+,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,6,PlayStation 4,Xbox One,iOS,PC,Nintendo Switch,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Google Play,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Partial Controller Support,Fantasy,Exploration,Sandbox,Survival,Early Access,role-playing,Cute,Crafting,Building,Dungeon Crawler,MMORPG,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,682723,212610,505 Games,Keen Games,30000
Portal Knights,2016-02-25,2,3,349,72,2024-01-11 00:44:04,352,Everyone 10+,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,6,PlayStation 4,Xbox One,iOS,PC,Nintendo Switch,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Google Play,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Partial Controller Support,Fantasy,Exploration,Sandbox,Survival,Early Access,role-playing,Cute,Crafting,Building,Dungeon Crawler,MMORPG,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,682723,212610,505 Games,Keen Games,10000
Ni no Kuni II: Revenant Kingdom,2018-03-23,3,4,423,82,2024-07-02 18:46:22,431,Everyone 10+,'Adventure',RPG,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Nintendo Switch,PC,Xbox One,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Nintendo Store,Steam,PlayStation Store,0,0,0,0,0,Singleplayer,Steam Achievements,Great Soundtrack,RPG,Story Rich,Fantasy,Anime,Cute,JRPG,Dungeon Crawler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,553961,119954,Namco Bandai Games,Level 5,120000
