Title,Publisher,Developer,Japan Sales,Release Date,Last Update,Year
Just Dance: Disney Party 2,Ubisoft,Ubisoft San Francisco,10000,2015-10-20,2018-04-07,2015.0
Dragon's Dogma,Capcom,Capcom,10000,2016-01-15,2018-01-01,2016.0
WRC 5: FIA World Rally Championship,Bigben Interactive,Kylotonn Entertainment,10000,2015-11-24,2018-04-24,2015.0
Hallowed Legends: Templar,Big Fish Games,Elephant Games,10000,2015-05-08,2018-09-22,2015.0
Darksiders III,THQ Nordic,Gunfire Games,10000,2018-11-27,2018-12-19,2018.0
Leisure Suit Larry: Wet Dreams Don't Dry,Assemble Entertainment,CrazyBunch,10000,2018-11-07,2018-11-08,2018.0
Haunted Hotel: Ancient Curse,Big Fish Games,Astragon,10000,2016-02-10,2018-09-22,2016.0
Super Putty Squad,System 3,System 3 Software,10000,2017-11-09,2019-04-06,2017.0
Final Fantasy XIV Online Complete Edition,Square Enix,Square Enix,10000,2017-06-20,2018-07-10,2017.0
Legend of Kay Anniversary,THQ Nordic,THQ Nordic,10000,2018-05-29,2019-04-06,2018.0
Dark Parables: The Little Mermaid and the Purple Tide,Astragon,Big Fish Games,10000,2016-03-16,2018-02-21,2016.0
Heaven's Hope,EuroVideo Medien,Mosaic,10000,2016-02-26,2018-09-22,2016.0
Syberia 2,Microids,Microids,10000,2017-11-30,2019-04-06,2017.0
Discover Europe,First Class Simulations,Excalibur Studios,10000,2016-02-02,2019-04-23,2016.0
Invizimals: The Resistance,Sony Computer Entertainment,Novarama,0,2015-01-01,2018-04-09,2015.0
Ziggurat,Milkstone Studios,Milkstone Studios,10000,2015-03-20,2018-09-14,2015.0
Euro Fishing,Unknown,Dovetail Games,10000,2015-11-02,2018-09-22,2015.0
Enigmatis 3: The Shadow Of Karkhala,GSP,Artifex Mundi sp. z o.o.,10000,2017-06-30,2018-09-22,2017.0
Sega 3D Classics Collection,Sega,M2,10000,2016-04-26,2018-04-26,2016.0
Gothic Fiction: Dark Saga,Big Fish Games,GSP,10000,2015-05-08,2018-09-22,2015.0
The Escapists: The Walking Dead,Team17 Software,Team17 Software,0,2016-02-19,2018-09-21,2016.0
Mystic Gateways: The Celestial Quest,Big Fish Games,Black Lime Games,0,2015-03-10,2018-09-22,2015.0
Euro Truck Simulator 2: Scandinavia,SCS Software,Excalibur Studios,0,2015-05-08,2018-11-16,2015.0
Farming Simulator 17: Big Bud,Maximum Games,Giants Software,0,2017-05-09,2018-09-22,2017.0
Super Meat Boy,Team Meat,Team Meat,0,2016-04-29,2018-09-21,2016.0
Naruto Shippuden: Ultimate Ninja Storm 4,Namco Bandai Games,CyberConnect2,0,2016-02-05,2018-09-22,2016.0
Blood Bowl 2,Focus Home Interactive,Cyanide Studio,0,2015-05-29,2018-09-16,2015.0
WOW! 6 Games Simulations Collection,Excalibur Publishing,Excalibur Studios,0,2015-05-01,2019-05-01,2015.0
Elixir of Imortality,Big Fish Games,Big Fish Games,0,2015-05-08,2018-09-22,2015.0
Handball 16,Bigben Interactive,EKO Software,0,2015-11-27,2018-04-24,2015.0
Witches' Legacy: Threat of Darkness,Big Fish Games,Astragon,0,2016-02-07,2018-09-22,2016.0
Micro Machines: World Series,Codemasters,Codemasters,0,2017-06-30,2018-05-30,2017.0
Pure Farming 2018,Techland,Ice Flames,0,2018-03-13,2018-07-19,2018.0
Malice: Two Sisters,Focus Multimedia,Big Fish Games,0,2015-02-25,2018-09-22,2015.0
Railway Empire,Kalypso Media,Gaming Minds Studios,0,2018-01-30,2018-01-07,2018.0
Emergency 2016,Deep Silver,Sixteen Tons Entertainment,0,2015-10-16,2018-09-22,2015.0
Blood Bowl 2,Focus Home Interactive,Cyanide Studio,0,2015-05-29,2018-09-15,2015.0
The Peanuts Movie: Snoopy's Grand Adventure,Activision,Behaviour Interactive,0,2015-11-03,2018-04-01,2015.0
RollerCoaster Tycoon 8 Pack,Avanquest Software,Atari,0,2015-05-14,2018-09-22,2015.0
Greed: Forbidden Experiments,GSP,Big Fish Games,0,2017-06-30,2018-09-22,2017.0
Lost Grimoires: Stolen Kingdom,GSP,World-Loom,0,2017-06-30,2018-09-22,2017.0
Crash Bandicoot N. Sane Trilogy,Activision,Vicarious Visions,0,2018-06-29,2018-11-18,2018.0
Monster High: New Ghoul in School,Little Orbit,Torus Games,0,2015-10-27,2019-01-19,2015.0
Assassin's Creed Chronicles: China,Ubisoft,Climax Studios,0,2015-04-21,2018-12-30,2015.0
Hustle Kings VR,Sony Interactive Entertainment,EPOS Game Studios,0,2016-10-10,2018-04-20,2016.0
Bluebeard's Castle,Big Fish Games,Big Fish Games,0,2015-02-25,2018-09-22,2015.0
Hello Neighbor,Gearbox Software,Dynamic Pixels,0,2017-12-08,2018-11-06,2017.0
Toki Tori 2+,Soedesco,Two Tribes,0,2016-06-07,2018-09-21,2016.0
Artifacts of the Past Ancient Mysteries,Big Fish Games,Big Fish Games,0,2015-05-08,2018-09-22,2015.0
This is the Police,THQ Nordic,Weappy Studio,0,2017-12-05,2018-09-15,2017.0
Pro Cycling Manager 2018,Focus Home Interactive,Cyanide Studio,0,2018-06-28,2018-08-11,2018.0
Farming 2017 - The Simulation,UIG Entertainment,UIG Entertainment,0,2016-08-19,2018-04-09,2016.0
Kung Fu Panda: Showdown of Legendary Legends,Little Orbit,Little Orbit,0,2015-11-27,2018-04-09,2015.0
Raven's Cry,TopWare Interactive,Reality Pump Studios,0,2015-01-26,2018-07-30,2015.0
Grim Legends: The Forsaken Bride,Avanquest Software,Artifex Mundi,0,2015-03-20,2018-09-22,2015.0
Kung Fu Panda: Showdown of Legendary Legends,Little Orbit,Little Orbit,0,2015-12-01,2018-04-09,2015.0
Raven's Cry,TopWare Interactive,Reality Pump Studios,0,2015-01-30,2018-07-30,2015.0
ScreamRide,Microsoft Studios,Frontier Developments,0,2015-03-03,2018-04-24,2015.0
Deception IV: The Nightmare Princess,Tecmo Koei,Koei Tecmo Games,0,2015-07-14,2018-08-01,2015.0
Kingdom Hearts HD I.5 + II.5 ReMIX,Square Enix,Square Enix,0,2017-03-28,2018-09-21,2017.0
SUPERBEAT: XONiC,PM Studios,Nurijoy,0,2015-11-10,2018-09-20,2015.0
Tetris Ultimate,Ubisoft,Ubisoft Montreal,0,2015-06-04,2018-07-29,2015.0
Mystic Legacy: The Great Ring,Big Fish Games,Big Fish Games,0,2015-02-25,2018-09-22,2015.0
Jewel Quest The Sapphire Dragon,Tulip Games,Engine Software,0,2015-01-29,2019-05-02,2015.0
"Warhammer 40,000: Eternal Crusade",Behaviour Interactive,Behaviour Interactive Inc.,0,2017-03-16,2019-05-02,2017.0
Sable Maze: Sullivan River,Focus Multimedia,Big Fish Games,0,2015-02-25,2018-09-22,2015.0
Royal Detective 2: The Lord Of Statues,Big Fish Games,Black Lime Games,0,2015-05-08,2018-09-22,2015.0
Resident Evil Zero,Capcom,Capcom,0,2016-01-19,2018-09-04,2016.0
Star Fox Guard,Nintendo,Nintendo EPD,0,2016-04-22,2018-11-18,2016.0
9 Clues 2: The Ward,Artifex Mundi sp. z o.o.,Artifex Mundi,0,2015-07-23,2018-09-22,2015.0
Puzzle & Dragons: Super Mario Bros. Edition,Nintendo,GungHo Online Entertainment,0,2015-05-22,2018-07-17,2015.0
NASCAR '15,Deep Silver,Eutechnyx,0,2015-05-22,2018-04-14,2015.0
Marvel vs. Capcom: Infinite,Capcom,Capcom,0,2017-09-19,2018-09-22,2017.0
Street Fighter 30th Anniversary Collection,Capcom,Capcom,0,2018-05-29,2018-11-07,2018.0
Reveries: Seelenfänger,Rondomedia,ERS G-Studio,0,2015-10-07,2018-09-22,2015.0
MotoGP 18,Milestone S.r.l.,Milestone S.r.l,0,2018-03-31,2019-01-02,2018.0
