Title,Publisher,Developer,NA Sales,Release Date,Last Update,Year
Adventure Time: Finn & Jake Investigations,Little Orbit,Vicious Cycle,130000,2015-10-20,2018-03-17,2015.0
Farming Simulator 17,Focus Home Interactive,Giants Software,130000,2017-11-07,2018-01-06,2017.0
The Inpatient,Sony Interactive Entertainment,Supermassive Games Ltd.,130000,2018-01-23,2018-09-24,2018.0
PriPara Mezase! Idol Grand Prix No.1!,Takara Tomy,Takara Tomy,130000,2015-10-22,2018-07-03,2015.0
Sword Art Online: Hollow Fragment,Namco Bandai Games,Namco Bandai Games,120000,2015-07-28,2018-07-03,2015.0
MX vs ATV All Out,THQ Nordic,Rainbow Studios,120000,2018-03-27,2018-03-23,2018.0
Zero Escape: Zero Time Dilemma,Aksys Games,Chime,120000,2016-06-28,2018-07-03,2016.0
Assassin's Creed Chronicles,Ubisoft,Climax Studios,120000,2016-04-05,2018-07-03,2016.0
Farming Simulator 18,Focus Home Interactive,Giants Software,120000,2017-06-06,2018-07-03,2017.0
Dragon's Crown Pro,Atlus,Vanillaware,120000,2018-04-24,2018-01-29,2018.0
Samurai Warriors 4-II,Tecmo Koei,Omega Force,120000,2015-09-29,2018-05-02,2015.0
Terraria,505 Games,Re-Logic,120000,2015-12-10,2018-03-19,2015.0
Batman: A Telltale Game Series,Telltale Games,Telltale Games,120000,2016-09-13,2018-04-16,2016.0
Rocket League,Psyonix Studios,Psyonix Studios,120000,2015-07-07,2018-04-04,2015.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Activision,PlatinumGames,120000,2016-05-24,2018-04-15,2016.0
Shantae: Half-Genie HeroRead the review,Xseed Games,WayForward Technologies,120000,2018-05-08,2018-12-30,2018.0
Super Robot Wars V,Namco Bandai Games,B.B. Studio,120000,2017-02-23,2018-06-30,2017.0
Job Simulator,Sony Interactive Entertainment,Owlchemy Labs,120000,2017-04-17,2018-05-04,2017.0
Dead by Daylight,505 Games,Behaviour Interactive Inc.,120000,2017-06-20,2019-02-13,2017.0
Portal Knights,505 Games,Keen Games,120000,2017-05-23,2018-07-03,2017.0
Darksiders III,THQ Nordic,Gunfire Games,120000,2018-11-27,2018-12-19,2018.0
Saru! Get You! Million Monkeys,Sony Computer Entertainment,SCEI,120000,2016-12-30,2018-09-18,2016.0
Fire Pro Wrestling World,Spike Chunsoft,Spike Chunsoft,120000,2018-08-28,2018-09-12,2018.0
Fate/Extella Link,Xseed Games,Marvelous,120000,2019-02-19,2018-12-30,2019.0
Vampyr,Focus Home Interactive,DONTNOD Entertainment,120000,2018-06-05,2018-02-08,2018.0
Batman: A Telltale Game Series,Telltale Games,Telltale Games,120000,2017-11-14,2018-01-05,2017.0
"Snipperclips Plus: Cut It Out, Together!",Nintendo,SFB Games,120000,2017-03-03,2018-03-31,2017.0
NASCAR Heat 2,704Games,Monster Games,120000,2017-09-12,2018-06-25,2017.0
Tokyo New World Record: Operation Abyss,NIS America,Experience Inc.,120000,2015-06-09,2018-11-15,2015.0
Life is StrangeRead the review,Square Enix,DONTNOD Entertainment,120000,2016-01-19,2018-01-07,2016.0
"Sumikko Gurashi: Koko, Dokonan Desu?",Nippon Columbia,Nippon Columbia,120000,2017-07-20,2018-07-03,2017.0
SD Gundam G Generation Genesis,Namco Bandai Games,Bandai Namco,120000,2016-11-22,2018-01-16,2016.0
Pro Yakyuu Famista Evolution,Bandai Namco Games,Bandai Namco Games,120000,2018-08-02,2018-08-26,2018.0
Picross 3D Round 2,Nintendo,HAL Laboratory,120000,2016-09-01,2018-04-23,2016.0
Pokémon Crystal Version,Nintendo,Game Freak,120000,2018-01-26,2018-08-03,2018.0
The Great Ace Attorney 2 - The Resolve of Ryuunosuke NaruhodouRead the review,Capcom,Capcom,120000,2017-08-03,2018-08-03,2017.0
NBA 2K16,2K Sports,Visual Concepts,120000,2015-09-29,2018-03-28,2015.0
Fatal Frame: Maiden of Black Water,Nintendo,Koei Tecmo Games,120000,2015-10-22,2018-01-01,2015.0
Jikkyou Powerful Pro Baseball 2018,Konami,Konami,120000,2018-04-26,2018-05-20,2018.0
Wolfenstein The Two Pack,Bethesda Softworks,MachineGames,120000,2017-08-22,2018-07-04,2017.0
The Snack World: Trejarers Gold,Level 5,Level 5,120000,2020-02-14,2019-12-09,2020.0
The SurgeRead the review,Focus Home Interactive,DECK13 Interactive,120000,2017-05-16,2018-01-06,2017.0
Adventure Time: Finn & Jake Investigations,Little Orbit,Vicious Cycle,120000,2015-10-20,2018-03-17,2015.0
Call of Cthulhu,Focus Home Interactive,Cyanide,120000,2018-10-30,2019-03-23,2018.0
Danganronpa 1-2 Reload,NIS America,Spike Chunsoft,120000,2017-03-14,2018-01-10,2017.0
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,Namco Bandai Games,CyberConnect2,120000,2017-02-03,2018-06-25,2017.0
Pro Evolution Soccer 2016,Konami Digital Entertainment,PES Productions,120000,2015-09-15,2018-04-14,2015.0
Code: Realize - Guardian of Rebirth,Aksys Games,Idea Factory,120000,2015-10-20,2018-01-15,2015.0
Subnautica,Gearbox Software,Unknown Worlds Entertainment,120000,2018-12-04,2018-07-16,2018.0
God Eater 2: Rage Burst,Namco Bandai Games,Namco Bandai Games,120000,2015-02-26,2018-07-04,2015.0
Pro Evolution Soccer 2018,Konami Digital Entertainment,Konami Digital Entertainment,120000,2017-09-12,2018-04-24,2017.0
BlazBlue: Central Fiction,Aksys Games,Arc System Works,120000,2016-11-01,2019-01-25,2016.0
7 Days to Die,Telltale Games,The Fun Pimps,120000,2016-06-28,2018-05-31,2016.0
Payday 2,505 Games,Overkill Software,120000,2018-02-27,2018-01-08,2018.0
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Ubisoft,Ubisoft,120000,2017-11-07,2018-08-02,2017.0
Marvel's Guardians of the Galaxy: The Telltale Series,Warner Bros. Interactive Entertainment,Telltale Games,120000,2017-05-02,2018-06-27,2017.0
Zombie Army Trilogy,Rebellion Developments,Rebellion Developments,120000,2015-03-06,2018-05-30,2015.0
One Piece: Burning Blood,Namco Bandai Games,Spike Chunsoft,120000,2016-05-31,2018-05-23,2016.0
Party Planet,Mastiff,Mastiff,120000,2017-12-12,2019-02-09,2017.0
The Alliance AliveRead the review,Atlus,Cattle Call,110000,2018-03-27,2019-03-16,2018.0
Dead CellsRead the review,Merge Games,Motion Twin,110000,2018-08-15,2018-08-06,2018.0
Constructor HD,Deep Silver,System 3,110000,2017-07-11,2018-08-11,2017.0
SaGa: Scarlet Grace,Square Enix,Square Enix,110000,2016-12-15,2018-08-26,2016.0
Namco Museum Arcade Pac,Bandai Namco Entertainment,Bandai Namco,110000,2018-09-28,2019-02-11,2018.0
Minecraft: Story Mode - Season Two,Telltale Games,Telltale Games,110000,2017-09-19,2018-08-07,2017.0
Darksiders: Warmastered Edition,THQ Nordic,Kaiko,110000,2016-11-22,2018-03-31,2016.0
Utawarerumono: Mask of Deception,Atlus,Aqua Plus,110000,2017-05-23,2019-03-23,2017.0
Mighty No. 9,Deep Silver,Comcept,110000,2016-06-21,2018-07-04,2016.0
The Invisible Hours,GameTrust,Tequila Works,110000,2017-10-10,2018-09-17,2017.0
Zero Escape: Zero Time Dilemma,Aksys Games,Chime,110000,2016-06-28,2018-07-03,2016.0
Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Milestone S.r.l.,110000,2018-02-13,2018-02-27,2018.0
The Idolmaster: Platinum Stars,Namco Bandai Games,Namco Bandai Games,110000,2016-07-28,2018-07-04,2016.0
The Witch and the Hundred KnightRead the review,NIS America,Nippon Ichi Software,110000,2016-03-01,2018-07-04,2016.0
SD Gundam G Generation Genesis,Namco Bandai Games,Bandai Namco,110000,2016-11-22,2018-01-16,2016.0
The Elder Scrolls Online: Summerset,Bethesda Softworks,ZeniMax Online Studios,110000,2018-05-21,2018-09-15,2018.0
Digimon World: Next Order,Namco Bandai Games,Bandai Namco Games,110000,2016-03-17,2018-04-21,2016.0
Taiko no Tatsujin: V Version,Namco Bandai Games,Bandai Namco Games,110000,2015-07-09,2018-07-04,2015.0
Ride,Milestone S.r.l.,Milestone S.r.l.,110000,2015-06-23,2018-04-24,2015.0
Wolfenstein II: The New Colossus,Bethesda Softworks,MachineGames,110000,2018-06-29,2018-07-28,2018.0
RiME,Grey Box,Tequila Works,110000,2017-05-26,2018-04-08,2017.0
Agents of Mayhem,Deep Silver,Volition Inc.,110000,2017-08-15,2018-06-24,2017.0
Overcooked Special Edition,Team 17,Ghost Town Games,110000,2018-02-13,2018-01-08,2018.0
Gundam Breaker 3,Namco Bandai Games,Namco Bandai Games,110000,2016-03-03,2018-07-03,2016.0
Transformers: Devastation,Activision,PlatinumGames,110000,2015-10-06,2018-04-14,2015.0
Earth Defense Force 4.1: The Shadow of New Despair,Xseed Games,Sandlot,110000,2015-12-08,2018-04-26,2015.0
NBA 2K18,2K Sports,Visual Concepts,110000,2017-09-19,2018-04-02,2017.0
Pokémon Rumble World,Nintendo,Ambrella,110000,2015-04-08,2018-08-03,2015.0
WRC 5: FIA World Rally Championship,Bigben Interactive,Kylotonn Entertainment,110000,2015-11-24,2018-04-24,2015.0
Ys VIII: Lacrimosa of Dana,NIS America,Nihon Falcom Corporation,110000,2018-06-26,2018-01-11,2018.0
Burnout Paradise Remastered,Electronic Arts,Stellar Entertainment,110000,2018-03-16,2018-02-24,2018.0
Metal Gear Solid V: The Definitive Experience,Konami Digital Entertainment,Kojima Productions,110000,2016-10-11,2018-05-29,2016.0
Call of Duty: Modern Warfare Trilogy,Activision,Infinity Ward,110000,2016-05-17,2018-01-14,2016.0
Football Manager 2019,Sega,Sports Interactive,110000,2018-11-02,2018-09-11,2018.0
Transformers: Devastation,Activision,PlatinumGames,110000,2015-10-06,2018-04-14,2015.0
Guilty Gear Xrd -Revelator-,Aksys Games,Arc System Works,110000,2016-06-07,2018-07-09,2016.0
Pro Evolution Soccer 2017,Konami Digital Entertainment,PES Productions,110000,2016-09-13,2018-04-14,2016.0
Adventure Time: Finn & Jake Investigations,Little Orbit,Vicious Cycle,110000,2015-10-20,2018-03-17,2015.0
Assassin's Creed Chronicles,Ubisoft,Climax Studios,110000,2016-02-09,2018-07-03,2016.0
Dark Souls: Remastered,Bandai Namco Entertainment,From Software,110000,2018-05-25,2018-06-05,2018.0
Etrian Odyssey Nexus,Atlus,Atlus,110000,2019-02-05,2019-01-25,2019.0
Troll and I,Maximum Games,Spiral House,100000,2017-08-15,2018-08-20,2017.0
Slime Rancher,Skybound Games,Monomi Park,100000,2018-09-04,2018-08-07,2018.0
Pac-Man Championship Edition 2 + Arcade Game SeriesRead the review,Namco Bandai Games,Namco Bandai Games,100000,2017-02-28,2018-06-19,2017.0
NHL-Legacy Edition,EA Sports,EA Canada,100000,2015-09-09,2018-11-23,2015.0
Stardew Valley,505 Games,ConcernedApe,100000,2017-04-11,2019-02-11,2017.0
The Seven Deadly Sins: Knights of Britannia,Bandai Namco Entertainment,Natsume Atari,100000,2018-02-09,2018-01-11,2018.0
UEFA Euro 2016,Konami Digital Entertainment,Konami Digital Entertainment,100000,2016-04-21,2018-05-03,2016.0
Romance of the Three Kingdoms XIII,Tecmo Koei,Koei Tecmo Games,100000,2016-07-05,2018-07-30,2016.0
MXGP 2,Milestone S.r.l,Milestone S.r.l.,100000,2016-06-21,2018-06-19,2016.0
Warriors All-Stars,Tecmo Koei,Omega Force,100000,2017-08-29,2018-09-22,2017.0
The Elder Scrolls Online: Summerset,Bethesda Softworks,ZeniMax Online Studios,100000,2018-05-21,2018-09-15,2018.0
NASCAR Heat 3,704Games,Monster Games,100000,2018-09-07,2018-07-09,2018.0
Starlink: Battle for Atlas,Ubisoft,Ubisoft Toronto,100000,2018-10-16,2019-03-22,2018.0
Mega Man Legacy Collection 2,Capcom,Capcom,100000,2017-08-08,2018-08-20,2017.0
Zone of the Enders: The 2nd Runner MARS,Konami,Cygames,100000,2018-09-04,2018-09-26,2018.0
Hyperdimension Neptunia Re;Birth 3: V Generation,Idea Factory International,Compile Heart,100000,2015-06-30,2018-07-04,2015.0
Starlink: Battle for Atlas,Ubisoft,Ubisoft Toronto,100000,2018-10-16,2019-03-22,2018.0
Steins;Gate,5pb,5pb. Inc.,100000,2015-09-18,2018-07-04,2015.0
Assassin's Creed: Rogue,Ubisoft,Ubisoft Sofia,100000,2015-03-10,2018-07-04,2015.0
Final Fantasy XIV Online Complete Edition,Square Enix,Square Enix,100000,2017-06-20,2018-07-10,2017.0
Devil May Cry 4 Special Edition,Capcom,Capcom,100000,2015-06-23,2018-09-11,2015.0
Puyo Puyo Tetris,Sega,Sonic Team,100000,2017-04-25,2018-07-04,2017.0
Just Dance 2019,Ubisoft,Ubisoft Paris,100000,2018-10-23,2018-09-28,2018.0
Rugby 15,Maximum Games,HB Studios,100000,2015-02-24,2018-09-17,2015.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Activision,PlatinumGames,100000,2016-05-24,2018-04-15,2016.0
Sudden Strike 4,Kalypso Media,Kite Games,100000,2017-08-15,2018-03-24,2017.0
Accel World vs. Sword Art Online: Millennium Twilight,Namco Bandai Games,Namco Bandai Games,100000,2017-07-07,2018-07-04,2017.0
Wolfenstein The Two Pack,Bethesda Softworks,MachineGames,100000,2017-08-22,2018-07-04,2017.0
TrackMania Turbo,Ubisoft,Nadeo,100000,2016-03-22,2018-05-29,2016.0
Guilty Gear Xrd REV 2,Aksys Games,Arc System Works,100000,2017-05-26,2018-08-04,2017.0
Sumikko Gurashi: Sumikko Park e Youkoso,Nippon Columbia,Nippon Columbia,100000,2017-12-07,2018-01-07,2017.0
SpongeBob: HeroPants,Activision,Behaviour Interactive,100000,2015-02-03,2018-04-15,2015.0
Just Dance 2018,Ubisoft,Ubisoft Paris,100000,2017-10-24,2018-04-06,2017.0
Let's Sing 2016,Ravenscourt,Voxler,100000,2015-10-23,2018-04-07,2015.0
Sega Genesis Classics,Sega,Sega,100000,2018-05-29,2018-09-22,2018.0
Resident Evil 4,Capcom,Capcom,100000,2016-08-30,2018-09-04,2016.0
Resident Evil: Revelations 2,Capcom,Capcom,100000,2015-02-25,2018-04-15,2015.0
Dead or Alive 5 Last Round,Tecmo Koei,Team Ninja,100000,2015-02-17,2018-11-20,2015.0
Pro Evolution Soccer 2017,Konami Digital Entertainment,PES Productions,100000,2016-09-13,2018-04-14,2016.0
Utawarerumono: Mask of Truth,Atlus,Aqua Plus,100000,2017-09-05,2018-06-03,2017.0
Kuroko's Basketball: Ties to Future,Namco Bandai Games,Bandai Namco Games,100000,2015-03-26,2018-07-04,2015.0
Resident Evil: Origins Collection,Capcom,Capcom,100000,2016-01-19,2018-09-04,2016.0
Persona Q2: New Cinema Labyrinth,Atlus,Atlus,100000,2019-06-04,2019-02-07,2019.0
Sword Art Online: Fatal Bullet,Namco Bandai Games,Dimps Corporation,100000,2018-02-23,2018-02-23,2018.0
Shantae and the Pirate's Curse,WayForward Technologies,WayForward Technologies,100000,2016-10-18,2018-01-31,2016.0
Déraciné,Sony Interactive Entertainment,From Software,100000,2018-11-06,2018-09-11,2018.0
Battlefield V,Electronic Arts,EA DICE,100000,2018-11-20,2018-12-19,2018.0
Yooka-Laylee,Sold Out,Playtonic Games,100000,2017-04-11,2018-05-31,2017.0
Real Farm,Soedesco,Triangle Studios,100000,2017-10-27,2018-08-07,2017.0
Lost Dimension,Atlus,Lancarse,100000,2015-07-28,2018-11-24,2015.0
Nights of Azure 2,Tecmo Koei,Gust,90000,2017-10-24,2018-09-06,2017.0
The Technomancer,Focus Home Interactive,Spiders,90000,2016-06-28,2018-06-27,2016.0
Summon Night 6: Lost Borders,Gaijinworks,Media.Vision,90000,2017-10-31,2018-04-26,2017.0
Nickelodeon Kart Racers,GameMill Entertainment,Bamtang,90000,2018-10-23,2020-09-21,2018.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Activision,PlatinumGames,90000,2016-05-24,2018-04-15,2016.0
We Happy Few,Gearbox Software,Compulsion Games,90000,2018-08-10,2018-09-17,2018.0
Duke Nukem 3D: 20th Anniversary World Tour,Gearbox Software,Gearbox Software,90000,2016-10-18,2018-11-23,2016.0
Nights of Azure,Tecmo Koei,Gust,90000,2016-03-29,2018-01-21,2016.0
Taiko no Tatsujin: Drum Session!,Namco Bandai Games,Namco Bandai Games,90000,2017-10-26,2018-09-13,2017.0
Red Faction: Guerrilla Re-Mars-tered,THQ Nordic,Volition,90000,2018-07-03,2018-04-20,2018.0
Nobunaga's Ambition: Sphere of Influence - Ascension,Tecmo Koei,Koei Tecmo Games,90000,2016-10-25,2018-09-11,2016.0
Grand Ages: Medieval,Kalypso Media,Gaming Minds Studios,90000,2015-09-29,2018-09-22,2015.0
Earth Defense Force 2: Invaders from Planet Space,Xseed Games,Sandlot,90000,2015-12-08,2018-09-13,2015.0
Rugby League Live 4,Tru Blu Entertainment,Big Ant Studios,90000,2017-07-28,2018-08-13,2017.0
American Truck Simulator,SCS Software,SCS Software,90000,2016-02-02,2018-11-29,2016.0
Toy Soldiers: War Chest,Ubisoft,Signal Studios,90000,2015-08-11,2018-06-25,2015.0
God Eater Resurrection,Namco Bandai Games,Namco Bandai Games,90000,2016-10-01,2018-06-10,2016.0
Dark Souls Trilogy,Bandai Namco Entertainment,From Software,90000,2018-10-19,2018-08-24,2018.0
The Seven Deadly Sins: Unjust Sin,Namco Bandai Games,Namco Bandai Games,90000,2015-02-11,2018-07-26,2015.0
Beyblade Burst,FuRyu Corporation,FuRyu,90000,2016-11-10,2018-07-25,2016.0
Paragon,Sony Interactive Entertainment,Epic Games,90000,2016-06-07,2018-04-22,2016.0
Borderlands 2 VR,2K Games,Gearbox Software,90000,2018-12-14,2019-03-28,2018.0
Dragon Quest Heroes I & II for Nintendo Switch,Square Enix,Omega Force,90000,2017-03-03,2018-01-13,2017.0
Train Sim World,Maximum Games,Dovetail Games,90000,2018-07-24,2018-06-08,2018.0
Summon Night 6: Lost Borders,Gaijinworks,Media.Vision,90000,2017-10-31,2018-04-26,2017.0
Pro Evolution Soccer 2018,Konami Digital Entertainment,Konami Digital Entertainment,90000,2017-09-12,2018-04-24,2017.0
Life Is Strange: Before the Storm,Square Enix,Deck Nine,90000,2018-03-06,2018-07-09,2018.0
Dark Rose Valkyrie,Idea Factory International,Compile Heart,90000,2017-06-06,2018-09-17,2017.0
Just Dance: Disney Party 2,Ubisoft,Ubisoft San Francisco,90000,2015-10-20,2018-04-07,2015.0
Duke Nukem 3D: 20th Anniversary World Tour,Gearbox Software,Gearbox Software,90000,2016-10-18,2018-11-23,2016.0
ATV Drift & Tricks,Maximum Games,Artefacts Studio,90000,2017-11-07,2018-09-17,2017.0
Strange Brigade,Rebellion Developments,Rebellion Developments,90000,2018-08-28,2018-04-26,2018.0
Attack on Titan 2,Koei Tecmo,Omega Force,90000,2018-03-20,2018-03-30,2018.0
Exist Archive: The Other Side of the Sky,Aksys Games,tri-Ace,90000,2016-10-18,2018-01-31,2016.0
Aikatsu! My No.1 Stage!,Bandai Namco Games,Bandai Namco Games,90000,2015-11-26,2018-08-06,2015.0
Nickelodeon Kart Racers,GameMill Entertainment,Bamtang,90000,2018-10-23,2020-09-21,2018.0
Grand Kingdom,NIS America,Monochrome Corporation,90000,2016-06-28,2018-07-03,2016.0
Nights of Azure,Tecmo Koei,Gust,90000,2016-03-29,2018-06-01,2016.0
Rugby 15,Maximum Games,HB Studios,90000,2015-02-24,2018-09-17,2015.0
NBA 2K18,2K Sports,Visual Concepts,90000,2017-09-19,2018-04-02,2017.0
Mutant Football League: Dynasty Edition,Nighthawk Interactive,Digital Dreams,90000,2018-10-30,2018-11-08,2018.0
MXGP 3: The Official Motocross Videogame,Milestone,Milestone,90000,2017-06-20,2018-06-25,2017.0
Shining Resonance RefrainRead the review,Sega,Media.Vision,90000,2018-07-10,2018-09-15,2018.0
Bladestorm: Nightmare,Tecmo Koei,Omega Force,80000,2015-03-03,2018-05-30,2015.0
MXGP 3: The Official Motocross Videogame,Milestone S.r.l.,Milestone,80000,2017-11-17,2018-06-25,2017.0
FIFA 18,EA Sports,EA Vancouver,80000,2017-09-29,2018-04-02,2017.0
Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Milestone S.r.l.,80000,2018-02-13,2018-03-23,2018.0
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Ubisoft,Ubisoft,80000,2017-11-07,2018-08-02,2017.0
Lost Dimension,Atlus,Lancarse,80000,2015-07-28,2018-11-24,2015.0
Ghostbusters (2016),Activision,FireForge Games,80000,2016-07-12,2018-09-17,2016.0
Agatha Christie's The ABC Murders,Unfinished Pixel,Artefacts Studio,80000,2016-02-23,2018-06-27,2016.0
TT Isle of Man: Ride on the Edge,Big Ben Interactive,Kylotonn,80000,2018-03-06,2018-03-07,2018.0
Nights of Azure,Tecmo Koei,Gust,80000,2016-03-29,2018-06-01,2016.0
Ride 2,Milestone S.r.l,Milestone S.r.l.,80000,2017-02-14,2018-06-25,2017.0
Shantae: Half-Genie Hero,Xseed Games,Way Forward Technologies,80000,2016-12-20,2018-12-30,2016.0
Cartoon Network: Battle Crashers,GameMill Entertainment,Magic Pockets,80000,2017-10-31,2020-09-25,2017.0
Samurai Warriors Chronicles 3,Tecmo Koei,Omega Force,80000,2015-06-30,2018-08-04,2015.0
Elite: Dangerous,Frontier Developments,Frontier Developments,80000,2017-06-27,2018-06-15,2017.0
Just Dance: Disney Party 2,Ubisoft,Ubisoft San Francisco,80000,2015-10-20,2018-04-07,2015.0
Earth Defense Force 4.1: The Shadow of New Despair,Xseed Games,Sandlot,80000,2015-12-08,2018-04-26,2015.0
Ben 10 (2017),Outright Games,Torus Games,80000,2017-11-14,2019-01-21,2017.0
Spintires: MudRunner - American Wilds,Focus Home Interactive,Saber Interactive,80000,2018-10-23,2019-02-19,2018.0
Kenka Banchou 6: Soul & Blood,Spike Chunsoft,Spike Chunsoft,80000,2015-01-15,2018-07-26,2015.0
Bulletstorm: Full Clip Edition,Gearbox Software,People Can Fly,80000,2017-04-07,2018-06-25,2017.0
Mirror's Edge Catalyst,Electronic Arts,EA DICE,80000,2016-06-07,2019-03-25,2016.0
The Sexy Brutale,Badland Games,Tequila Works,80000,2017-08-29,2018-09-12,2017.0
Tokyo Twilight Ghost Hunters,Aksys Games,Toybox Games,80000,2015-03-10,2018-12-02,2015.0
Legend of Kay Anniversary,Nordic Games,Neon Studios,80000,2015-05-29,2018-09-11,2015.0
Loading Human,Maximum Games,Untold Games,80000,2016-10-13,2018-09-17,2016.0
Shining Resonance Refrain,Sega,Media.Vision,80000,2018-07-10,2018-09-15,2018.0
Micro Machines: World Series,Codemasters,Codemasters,80000,2017-06-30,2018-05-30,2017.0
Root Letter,PQube,Kadokawa Games,80000,2016-11-10,2018-09-20,2016.0
Darksiders II: Deathinitive Edition,Nordic Games,Gunfire Games,80000,2015-10-30,2018-10-02,2015.0
Dynasty Warriors 9Read the review,Tecmo Koei,Omega Force,80000,2018-02-13,2017-12-31,2018.0
Rapala Fishing Pro Series,GameMill,"Concrete Software, Inc.",80000,2017-10-24,2018-08-07,2017.0
